id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
237,Analysts have estimated that Vivendi Uni could fetch $ 12 billion- $ 14 billion for VUE .,Analysts have estimated that the two networks could fetch as much as $ 7 billion .,"[[""Vivendi_Uni"", ""could_fetch"", ""$12_billion-$14_billion""], [""Vivendi_Uni"", ""seller_of"", ""VUE""]]","[[""Analysts"", ""estimated"", ""two_networks""], [""two_networks"", ""could_fetch"", ""$7_billion""]]",0.36250414667028696
238,This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne .,This was almost certainly its last full quarter before the company becomes a part of Palm .,"[[""Palm_OS_smart_phone"", ""is_product_of"", ""company""], [""company"", ""will_become_part_of"", ""palmOne""]]","[[""company"", ""will_become_part_of"", ""Palm""]]",0.8449367390360898
239,Goold said reporters ' calls to Peterson may have been monitored .,Prosecutors said interviews Peterson gave reporters may have been monitored in case the fertilizer salesman confessed .,"[[""Goold"", ""said"", ""reporters""], [""reporters"", ""made_calls_to"", ""Peterson""], [""calls_to_Peterson"", ""may_have_been"", ""monitored""]]","[[""Prosecutors"", ""said"", ""interviews""], [""interviews"", ""given_by"", ""Peterson""], [""interviews"", ""given_to"", ""reporters""], [""interviews"", ""may_have_been"", ""monitored""], [""Peterson"", ""is"", ""fertilizer_salesman""]]",0.6071649778808516
240,Officials at Mortazavi 's office and the judiciary declined to respond to Reuters ' requests for comment on the accusations .,Judiciary officials did not immediately respond to Reuters ' requests for comment on the criticism of Mortazavi 's appointment .,"[[""Mortazavi"", ""has_office"", ""Mortazavi_office""], [""Mortazavi_office"", ""declined_to_respond_to"", ""Reuters""], [""Judiciary"", ""declined_to_respond_to"", ""Reuters""], [""Reuters"", ""made_requests_to"", ""Mortazavi_office""], [""Reuters"", ""made_requests_to"", ""Judiciary""]]","[[""Judiciary_officials"", ""did_not_respond_to"", ""Reuters""], [""Reuters"", ""made_requests_for_comment_on"", ""Mortazavi_appointment""], [""Mortazavi"", ""has_appointment"", ""Mortazavi_appointment""], [""Judiciary_officials"", ""received_requests_from"", ""Reuters""]]",0.9433769736946824
241,"In three years , Lend Lease has slipped from a top-five stock , when its share price was around $ 24 , to 37th .","In the space of three years , Lend Lease has slipped from a top-five 5 stock when its share price hovered around $ 24 to 37th on the list .","[[""Lend_Lease"", ""slipped_from"", ""top-five_stock""], [""Lend_Lease"", ""had_share_price"", ""$24""], [""Lend_Lease"", ""slipped_to"", ""37th""]]","[[""Lend_Lease"", ""slipped_from"", ""top-five_stock""], [""Lend_Lease"", ""had_share_price"", ""$24""], [""Lend_Lease"", ""slipped_to"", ""37th""]]",0.9999999993774258
242,Emmy and Golden Globe Award-winners James Brolin and Judy Davis star as Ronald and Nancy Reagan in The Reagans .,James Brolin and Judy Davis play Ronald and Nancy Reagan in the CBS film .,"[[""James_Brolin"", ""stars_as"", ""Ronald_Reagan""], [""Judy_Davis"", ""stars_as"", ""Nancy_Reagan""], [""James_Brolin"", ""is"", ""Emmy_and_Golden_Globe_Award_winner""], [""Judy_Davis"", ""is"", ""Emmy_and_Golden_Globe_Award_winner""], [""The_Reagans"", ""features"", ""James_Brolin""], [""The_Reagans"", ""features"", ""Judy_Davis""]]","[[""James_Brolin"", ""plays"", ""Ronald_Reagan""], [""Judy_Davis"", ""plays"", ""Nancy_Reagan""], [""James_Brolin"", ""is_in"", ""CBS_film""], [""Judy_Davis"", ""is_in"", ""CBS_film""], [""CBS_film"", ""features"", ""James_Brolin""], [""CBS_film"", ""features"", ""Judy_Davis""]]",0.7078875432634922
243,And they think the protein probably is involved in the spread of other forms of cancer .,They researchers say the research could be relevant to other forms of cancer .,"[[""protein"", ""involved_in"", ""spread_of_cancer""], [""cancer"", ""has_form"", ""other_forms_of_cancer""]]","[[""research"", ""relevant_to"", ""other_forms_of_cancer""], [""cancer"", ""has_form"", ""other_forms_of_cancer""]]",0.46997174068381076
244,"The association said 28.2 million DVDs were rented in the week that ended June 15 , compared with 27.3 million VHS cassettes .","The Video Software Dealers Association said 28.2 million DVDs were rented out last week , compared to 27.3 million VHS cassettes .","[[""association"", ""said"", ""28.2_million_DVDs_rented""], [""28.2_million_DVDs"", ""rented_in"", ""week_ended_June_15""], [""28.2_million_DVDs"", ""compared_to"", ""27.3_million_VHS_cassettes""]]","[[""Video_Software_Dealers_Association"", ""said"", ""28.2_million_DVDs_rented""], [""28.2_million_DVDs"", ""rented_out_in"", ""last_week""], [""28.2_million_DVDs"", ""compared_to"", ""27.3_million_VHS_cassettes""]]",0.8931285863587932
245,"They note that after several weeks of rallies on upbeat earnings , investors are looking for stronger evidence of a recovery before sending stocks higher .","After several weeks of market rallies on upbeat earnings , many investors are looking for more concrete signs of an economic recovery .","[[""investors"", ""looking_for"", ""stronger_evidence""], [""stronger_evidence"", ""of"", ""recovery""], [""recovery"", ""before"", ""sending_stocks_higher""], [""investors"", ""sending"", ""stocks_higher""], [""rallies"", ""on"", ""upbeat_earnings""]]","[[""investors"", ""looking_for"", ""concrete_signs""], [""concrete_signs"", ""of"", ""economic_recovery""], [""market_rallies"", ""on"", ""upbeat_earnings""]]",0.45602460500595565
246,DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department .,Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department .,"[[""DeVries"", ""registered_at"", ""Soledad_Police_Department""], [""DeVries"", ""is"", ""sex_offender""]]","[[""Brian_DeVries"", ""registered_at"", ""Soledad_Police_Department""], [""Brian_DeVries"", ""is"", ""convicted_child_molester""], [""Brian_DeVries"", ""responded_to"", ""community_outrage""]]",0.6218705352524474
247,He acted as an international executive producer on Who Wants to be a Millionaire and The Weakest Link .,A Melbourne TV producer who worked on shows including Who Wants To Be a Millionaire ?,"[[""TV_Producer"", ""acted_as"", ""international_executive_producer""], [""TV_Producer"", ""worked_on"", ""Who_Wants_to_be_a_Millionaire""], [""TV_Producer"", ""worked_on"", ""The_Weakest_Link""]]","[[""Melbourne_TV_producer"", ""worked_on"", ""Who_Wants_To_Be_a_Millionaire""]]",0.5609217784988688
248,Time magazine named the American soldier its Person of the Year for 2003 .,The American Soldier was first selected as Times Person of the Year during the Korean War in 1950 .,"[[""Time_magazine"", ""named"", ""American_Soldier""], [""American_Soldier"", ""Person_of_the_Year"", ""2003""]]","[[""Time_magazine"", ""selected"", ""American_Soldier""], [""American_Soldier"", ""Person_of_the_Year"", ""1950""], [""American_Soldier"", ""selected_during"", ""Korean_War""]]",0.5349783517934831
249,"Earlier Friday , Taiwan reported 55 new cases but no new deaths .","Yesterday , Taiwan reported 65 new cases , its biggest one-day increase yet .","[[""Taiwan"", ""reported"", ""55_new_cases""], [""Taiwan"", ""reported"", ""no_new_deaths""]]","[[""Taiwan"", ""reported"", ""65_new_cases""], [""65_new_cases"", ""is"", ""biggest_one-day_increase""]]",0.6342532052885128
250,""" Instead of pursuing the most imminent and real threats to our future -- terrorism -- this Bush administration chose to settle old scores , "" he said .",""" Instead of pursuing the most imminent and real threats - international terrorists , "" Graham said , "" this Bush administration chose to settle old scores . ""","[[""Bush_administration"", ""chose_to_settle"", ""old_scores""], [""Bush_administration"", ""did_not_pursue"", ""terrorism""]]","[[""Bush_administration"", ""chose_to_settle"", ""old_scores""], [""Bush_administration"", ""did_not_pursue"", ""international_terrorists""], [""Graham"", ""said"", ""statement""]]",0.9880539041164427
251,"Proving that the Millville son 's sacrifice would not go unsung , Mayor James Quinn ordered all city flags flown at half-mast for the next 30 days .","In Millville yesterday , Mayor James Quinn ordered all city flags flown at half-staff for the next 30 days .","[[""Millville"", ""location_of"", ""Mayor_James_Quinn""], [""Mayor_James_Quinn"", ""ordered"", ""city_flags""], [""city_flags"", ""flown_at"", ""half-mast""], [""city_flags"", ""duration"", ""30_days""]]","[[""Millville"", ""location_of"", ""Mayor_James_Quinn""], [""Mayor_James_Quinn"", ""ordered"", ""city_flags""], [""city_flags"", ""flown_at"", ""half-staff""], [""city_flags"", ""duration"", ""30_days""]]",0.998866470749245
252,"Police searched Tanzi 's home near Parma on Wednesday , and prosecutors had sought to interrogate him that day only to find he had left Italy for an undisclosed foreign country .","Magistrates searched Tanzi 's home near Parma on Wednesday and tried to question him the same day , only to find he had left Italy for an undisclosed foreign country .","[[""Police"", ""searched"", ""Tanzi""], [""Tanzi"", ""lived_near"", ""Parma""], [""Prosecutors"", ""sought_to_interrogate"", ""Tanzi""], [""Tanzi"", ""left_for"", ""undisclosed_foreign_country""], [""Tanzi"", ""left"", ""Italy""]]","[[""Magistrates"", ""searched"", ""Tanzi""], [""Tanzi"", ""lived_near"", ""Parma""], [""Magistrates"", ""tried_to_question"", ""Tanzi""], [""Tanzi"", ""left_for"", ""undisclosed_foreign_country""], [""Tanzi"", ""left"", ""Italy""]]",0.7786784928475516
253,"When a mechanic found 33 pounds of marijuana in a secret compartment , Rodriguez agreed they should notify police , who then arrested him .","After a mechanic found 33 pounds of marijuana in a secret compartment , Rodriguez , who was at the auto shop , agreed they should notify police .","[[""mechanic"", ""found"", ""33_pounds_of_marijuana""], [""33_pounds_of_marijuana"", ""located_in"", ""secret_compartment""], [""Rodriguez"", ""agreed_to_notify"", ""police""], [""police"", ""arrested"", ""Rodriguez""]]","[[""mechanic"", ""found"", ""33_pounds_of_marijuana""], [""33_pounds_of_marijuana"", ""located_in"", ""secret_compartment""], [""Rodriguez"", ""agreed_to_notify"", ""police""], [""Rodriguez"", ""was_at"", ""auto_shop""]]",0.971452995885084
254,"Another million barrels , bought by Spanish refiner Cepsa SA , was to be loaded onto a Spanish tanker , the Sandra Tapias .","A Spanish tanker , Sandra Tapias , was to be loaded with another million barrels , bought by Spanish refiner Cepsa SA , in the afternoon .","[[""Cepsa_SA"", ""bought"", ""another_million_barrels""], [""another_million_barrels"", ""to_be_loaded_onto"", ""Sandra_Tapias""], [""Sandra_Tapias"", ""is"", ""Spanish_tanker""]]","[[""Cepsa_SA"", ""bought"", ""another_million_barrels""], [""another_million_barrels"", ""to_be_loaded_onto"", ""Sandra_Tapias""], [""Sandra_Tapias"", ""is"", ""Spanish_tanker""]]",1.0
255,"The agreement between architect Daniel Libeskind and representatives of developer Larry Silverstein gives architect David Childs the lead role in developing the "" Freedom Tower . ""","The collaboration gives architect David Childs , who has done extensive work with Silverstein , the lead role in developing the tower , which is to be the world 's tallest .","[[""Daniel_Libeskind"", ""agreement_with"", ""Larry_Silverstein""], [""Daniel_Libeskind"", ""agreement_gives_lead_role_to"", ""David_Childs""], [""David_Childs"", ""lead_role_in"", ""Freedom_Tower""], [""Freedom_Tower"", ""developer"", ""Larry_Silverstein""]]","[[""David_Childs"", ""collaboration_with"", ""Silverstein""], [""David_Childs"", ""lead_role_in"", ""tower""], [""tower"", ""will_be"", ""world_tallest""], [""David_Childs"", ""done_extensive_work_with"", ""Silverstein""]]",0.5895044602870171
256,"The agreement resolves a lawsuit AOL filed against Microsoft in January 2002 on behalf of its subsidiary , Netscape Communications .",The legal settlement resolves the private anti-trust lawsuit filed against Microsoft in January 2002 by AOL Time Warner 's America Online unit on behalf of its Netscape subsidiary .,"[[""AOL"", ""filed_lawsuit_against"", ""Microsoft""], [""AOL"", ""has_subsidary"", ""Netscape_Communications""], [""lawsuit"", ""filed_in"", ""January_2002""], [""Netscape_Communications"", ""is_subsidary_of"", ""AOL""]]","[[""AOL_Time_Warner"", ""has_unit"", ""America_Online""], [""America_Online"", ""filed_lawsuit_against"", ""Microsoft""], [""America_Online"", ""has_subsidary"", ""Netscape""], [""lawsuit"", ""filed_in"", ""January_2002""], [""Netscape"", ""is_subsidary_of"", ""America_Online""]]",0.8163264387290894
257,Avalon means the next Windows OS will support new styles of user interfaces and elements .,"Thanks to Avalon , Longhorn will support new styles of user interfaces and user interface elements .","[[""Avalon"", ""means"", ""next_Windows_OS""], [""next_Windows_OS"", ""will_support"", ""new_styles_of_user_interfaces""], [""next_Windows_OS"", ""will_support"", ""new_user_interface_elements""]]","[[""Avalon"", ""enables"", ""Longhorn""], [""Longhorn"", ""will_support"", ""new_styles_of_user_interfaces""], [""Longhorn"", ""will_support"", ""new_user_interface_elements""]]",0.5442803167692194
258,"There are an estimated 25,000 to 28,000 tribal fighters in the region , with thousands deployed in and around the town .","Bunia has about 750 U.N. troops , compared with an estimated 25,000 to 28,000 tribal fighters in the region , with thousands deployed in and around Bunia .","[[""region"", ""has"", ""25000_to_28000_tribal_fighters""], [""tribal_fighters"", ""deployed_in"", ""town""]]","[[""Bunia"", ""has"", ""750_U_N_troops""], [""Bunia"", ""has"", ""25000_to_28000_tribal_fighters""], [""tribal_fighters"", ""deployed_in"", ""Bunia""]]",0.5472889851181634
259,"About 130,000 U.S. troops remain in Iraq , with others deployed in Afghanistan , South Korea and elsewhere .","About 130,000 US soldiers remain in Iraq , with others serving in Afghanistan , South Korea , Japan , Germany and elsewhere .","[[""US"", ""has_troops_in"", ""Iraq""], [""US"", ""has_troops_in"", ""Afghanistan""], [""US"", ""has_troops_in"", ""South_Korea""], [""US_troops"", ""located_elsewhere"", ""elsewhere""]]","[[""US"", ""has_soldiers_in"", ""Iraq""], [""US"", ""has_soldiers_in"", ""Afghanistan""], [""US"", ""has_soldiers_in"", ""South_Korea""], [""US"", ""has_soldiers_in"", ""Japan""], [""US"", ""has_soldiers_in"", ""Germany""], [""US_soldiers"", ""serving_elsewhere"", ""elsewhere""]]",0.971506103446802
